anchor_id,anchor_name,anchor_category,anchor_subcategory,address_or_intersection,latitude,longitude,zip_code,source_name,source_url,retrieval_date,confidence_level,relevance_to_under5,relevance_to_parent_caregiver,relevance_to_hgl,duplicate_of_school_layer,duplicate_of_competitor_layer,notes
OLD-1,Union Square Park,Community centers,Community centers,,40.7359,-73.9911,10003,Existing local family anchor data,local repo public/data/hgl_family_anchors.geojson,2026-06-11,Medium,Medium,Medium,Community family-program context where publicly listed.,False,False,Existing public-context anchor carried forward.
FA-V5-2-0002,SoHo,Museums / culture,attraction,,40.72288,-73.9987505,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/158809984,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0450,Top Gun Leather,Family retail / grocery,clothes,,40.7493882,-73.9893538,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2711422122,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0451,Victoria's Secret,Family retail / grocery,clothes,,40.749392,-73.9898746,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2711422128,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0452,2nd Avenue Gourmet Deli,Family retail / grocery,convenience,886 2nd Avenue,40.7530189,-73.9696479,10017,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2711639388,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0453,Art Clinic,Museums / culture,gallery,106 Ridge Street,40.7187633,-73.9831736,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2713432144,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0454,39 Deli & Convenience Store,Family retail / grocery,convenience,335 Lexington Avenue,40.749574,-73.9772164,10016,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2714777530,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0455,Seven Marketplace,Family retail / grocery,convenience,707 2nd Avenue,40.7474807,-73.9741425,10016,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2714777541,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0456,Target,Family retail / grocery,department_store,237 West 42nd Street,40.7567805,-73.9883068,10036,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2716231269,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0457,Saturdays Football,Family retail / grocery,clothes,55 West 49th Street,40.7590246,-73.9799527,10020,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2717543393,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0458,H&M,Family retail / grocery,clothes,591 5th Avenue,40.7570244,-73.9779903,10017,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2717543451,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0459,The Town Hall,Museums / culture,theatre,123 West 43rd Street,40.7560233,-73.9845629,10036,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2717543654,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0460,Snow Xue Gao,Family retail / grocery,clothes,,40.7216111,-73.9937769,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2728503397,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0461,Brooklyn Industries,Family retail / grocery,clothes,184 Broadway,40.709751,-73.9621893,11211,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2782255478,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0462,Pace University Bookstore,Family retail / grocery,books,,40.7117704,-74.0061612,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2821326390,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0463,Optimo Cigars,Family retail / grocery,convenience,,40.7116897,-74.0064931,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2821326391,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0464,Target,Family retail / grocery,department_store,255 Greenwich Street,40.7145279,-74.0112651,10007,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2823341403,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0465,Duane Reade,Pediatric / health,pharmacy,200 Water Street,40.7074625,-74.0044193,10038,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2825071727,2026-06-11,Medium,Medium,High,Family health errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0466,Liberty Endoscopy Center,Pediatric / health,clinic,156 William Street,40.7100239,-74.0058611,10038,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2825157592,2026-06-11,Medium,Medium,High,Family health errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0467,Hall des Lumières,Museums / culture,museum,49 Chambers Street,40.713744,-74.005072,10007,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2825233330,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0468,Janes Market,Family retail / grocery,convenience,45 Saint James Place,40.7125217,-73.9987695,10038,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2825284453,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0469,St. James Convenience & Stationary,Family retail / grocery,convenience,23 Saint James Place,40.7113571,-73.9998192,10038,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826415413,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0470,Confucius Plaza Medical Offices,Pediatric / health,doctors,19 Bowery,40.7146868,-73.9967375,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826472416,2026-06-11,Medium,Medium,High,Family health errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0471,Confucious Pharmacy,Pediatric / health,pharmacy,25 Bowery,40.714758,-73.9965882,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826472423,2026-06-11,Medium,Medium,High,Family health errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0472,Manny Cantor Center,Community centers,community_centre,197 East Broadway,40.7140867,-73.9883066,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826571502,2026-06-11,Medium,Medium,Medium,Community family-program context where publicly listed.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0473,New Loho Gourmet Deli,Family retail / grocery,convenience,204 Clinton Street,40.7137458,-73.9869989,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826571506,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0474,LES Gourmet Deli,Family retail / grocery,convenience,207 Henry Street,40.7137206,-73.9872093,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826571507,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0475,Fine Fare Supermarket,Family retail / grocery,supermarket,175 Clinton Street,40.7155895,-73.9871819,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826581769,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0476,Ridge Mini Market & Deli,Family retail / grocery,convenience,129 Ridge Street,40.719695,-73.9829899,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826754273,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0477,Unnamed public anchor,Family retail / grocery,convenience,166 Delancey Street,40.7179686,-73.9855204,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826754276,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0478,BLP Meat Market,Family retail / grocery,convenience,72 Clinton Street,40.7192224,-73.9848821,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826754295,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0479,Mayimbe Grocery Corp,Family retail / grocery,convenience,200 Stanton Street,40.7198242,-73.9828852,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826801777,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0480,Hashimoto Contemporary,Museums / culture,gallery,210 Rivington Street,40.7184451,-73.9826995,10002,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826801779,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0481,Stuytown Marketplace,Family retail / grocery,convenience,,40.732654,-73.9818476,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2826997903,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0482,Gracefully,Family retail / grocery,supermarket,320 1st Avenue,40.7341009,-73.9801603,10009,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2827035680,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0483,710 Quick Stop,Family retail / grocery,convenience,710 2nd Avenue,40.7473275,-73.9737997,10016,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2827168687,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0484,Aden Food Market,Family retail / grocery,convenience,351 Bedford Avenue,40.7117631,-73.9628967,11211,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2839586595,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0485,Tribeca Pediatrics,Pediatric / health,doctors,212 Berry Street,40.7163169,-73.9616495,11249,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2839686866,2026-06-11,Medium,Medium,High,Family health errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0486,20 North Fifth Street Deli,Family retail / grocery,convenience,20 North 5th Street,40.7193344,-73.963381,11249,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2839715672,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0487,Patagonia,Family retail / grocery,clothes,70A North 6th Street,40.7191519,-73.961583,11249,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2839718404,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0488,Unnamed public anchor,Family retail / grocery,clothes,76 Nassau Street,40.7096577,-74.0081992,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2897265317,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0489,Christian Benner,Family retail / grocery,clothes,189 Front Street,40.7066077,-74.0040941,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2897923553,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0490,DFBK,Family retail / grocery,clothes,193 Front Street,40.7066799,-74.0039868,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2897923554,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0491,South Street Seaport Museum,Museums / culture,museum,12 Fulton Street,40.706628,-74.003676,10038,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2898706753,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0492,Guess,Family retail / grocery,clothes,,40.7072258,-74.0037268,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2898706756,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0493,Megabus,Transit / corridors,station,West 34th Street,40.7560729,-74.0028903,10001,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2902930629,2026-06-11,Medium,Low-Medium,Medium,Pickup/drop-off and stroller corridor context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0494,Choithrams NY,Family retail / grocery,convenience,400 West 42nd Street,40.7584332,-73.9930713,10036,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2920116793,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0495,Ray's Candy Store,Family retail / grocery,convenience,,40.7262821,-73.9835462,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2963586033,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0496,Hugo Boss,Family retail / grocery,clothes,401 West 14th Street,40.741307,-74.0057665,10011,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/2985573622,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0497,Citarella,Family retail / grocery,supermarket,,40.7343134,-73.9988298,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3041500233,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0498,129 Gourmet Deli,Family retail / grocery,convenience,129 East 45th Street,40.7533498,-73.974337,10017,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3056978841,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0499,Downtown Pharmacy,Pediatric / health,pharmacy,165 William Street,40.7102494,-74.0058889,10038,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3058719812,2026-06-11,Medium,Medium,High,Family health errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0500,Hare Krishna Temple,Community centers,place_of_worship,26 2nd Avenue,40.7244764,-73.9904429,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3064399841,2026-06-11,Medium,Medium,Medium,Community family-program context where publicly listed.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0501,The Bhakti Center,Community centers,place_of_worship,25 1st Avenue,40.7237334,-73.9883523,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3064399842,2026-06-11,Medium,Medium,Medium,Community family-program context where publicly listed.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0502,Buy Buy Baby,Family retail / grocery,baby_goods,270 7th Avenue,40.7457538,-73.9947193,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3094612304,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0503,55 Fulton Market,Family retail / grocery,supermarket,55 Fulton Street,40.7087325,-74.0046656,10038,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3094612698,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0504,Rite Aid,Pediatric / health,pharmacy,,40.7118773,-74.00035,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3150138768,2026-06-11,Medium,Medium,High,Family health errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0505,Western Beef,Family retail / grocery,supermarket,431 West 16th Street,40.7430028,-74.0057335,10011,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3236324377,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0506,Muji,Family retail / grocery,department_store,620 8th Avenue,40.755589,-73.9899385,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3273820746,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0507,Mrs. K's,Family retail / grocery,supermarket,,40.7453997,-73.984887,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3356089623,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0508,Jubilee Mission Center,Community centers,place_of_worship,48 Saint Marks Place,40.7281679,-73.9870075,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3382204802,2026-06-11,Medium,Medium,Medium,Community family-program context where publicly listed.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0509,Wegmans,Family retail / grocery,supermarket,770 Broadway,40.7304151,-73.9910411,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3421054403,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0510,Astor Place Theatre,Museums / culture,theatre,,40.7293012,-73.992186,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3421054408,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0511,Champs,Family retail / grocery,clothes,,40.755881,-73.9874036,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3447488963,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0512,J.Crew,Family retail / grocery,clothes,,40.7590891,-73.9789454,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3447527993,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0513,International Grocery,Family retail / grocery,convenience,543 9th Avenue,40.7573631,-73.9936359,10018,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3450800490,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0514,The Elizabeth Foundation for the Arts,Museums / culture,arts_centre,323 West 39th Street,40.7559503,-73.9923574,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3450858389,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0515,The Robert Blackburn Printmaking Workshop (RBPMW),Museums / culture,arts_centre,323 West 39th Street,40.7559814,-73.9923501,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3450858390,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0516,Hollister,Family retail / grocery,clothes,112 West 34th Street,40.7502476,-73.9893078,10001,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3451159777,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0517,Calzedonia,Family retail / grocery,clothes,1333 Broadway,40.7511984,-73.9878944,10018,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3451315856,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0518,Urban Outfitters,Family retail / grocery,clothes,1333 Broadway,40.7509578,-73.9880113,10018,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3451315857,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0519,Dieu Donne,Museums / culture,arts_centre,315 West 36th Street,40.7540065,-73.9935249,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3453077091,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0520,Amish Market East,Family retail / grocery,supermarket,240 East 45th Street,40.7518577,-73.9714496,10017,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3495902735,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0521,Ermina's,Family retail / grocery,supermarket,833 2nd Avenue,40.7514614,-73.9712876,10017,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3495906727,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0522,Agata & Valentina,Family retail / grocery,supermarket,64 University Place,40.7330833,-73.9937129,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3497534429,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0523,Gristedes,Family retail / grocery,supermarket,25 University Place,40.7318147,-73.9943928,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3502137815,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0524,Theater for the New City,Museums / culture,theatre,155 1st Avenue,40.7286136,-73.9847889,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3574706493,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0525,Medilane Drugs,Pediatric / health,pharmacy,227 Avenue B,40.7291253,-73.9781027,10009,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3580458505,2026-06-11,Medium,Medium,High,Family health errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0526,Lime Tree Market,Family retail / grocery,convenience,148 1st Avenue,40.7280284,-73.9847603,10009,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3583551893,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0527,Sayki,Family retail / grocery,clothes,,40.7551854,-73.977325,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3583563606,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0528,Le Carrousel,Museums / culture,attraction,,40.7534287,-73.9838795,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3597257542,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0529,Gristedes,Family retail / grocery,supermarket,,40.7485791,-73.9728213,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3618226654,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0530,D'Agostino,Family retail / grocery,supermarket,,40.7484684,-73.9763928,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3620495291,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0531,The Museum at FIT,Museums / culture,museum,,40.7466544,-73.9941473,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3623620317,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0532,Amphitheater,Museums / culture,theatre,,40.7413693,-74.025979,buffer/unknown,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3656077732,2026-06-11,Medium,Medium,Medium,Family education/culture context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0533,7-Eleven,Family retail / grocery,convenience,Fulton Street,40.709775,-74.00663,10038,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3675375843,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0534,CityMD,Pediatric / health,clinic,216 East 14th Street,40.73285,-73.9865496,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3676757691,2026-06-11,Medium,Medium,High,Family health errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0535,Aum Shanti,Family retail / grocery,fortune_teller,230 East 14th Street,40.7326379,-73.9860423,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3676793736,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0536,Mini Gourmet Deli,Family retail / grocery,convenience,232 East 14th Street,40.7325978,-73.9859463,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3676807136,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0537,Thrift NYC,Family retail / grocery,clothes,226 East 14th Street,40.7326578,-73.9860897,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3676822434,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0538,Community Grocery & Candy,Family retail / grocery,convenience,353 East 14th Street,40.731607,-73.9827807,10003,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3676972136,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0539,Whole Foods Market,Family retail / grocery,supermarket,409 East 14th Street,40.7310819,-73.9812884,10009,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3676974268,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
FA-V5-2-0540,Stuyvesant Gourmet Deli,Family retail / grocery,convenience,444 East 14th Street,40.7303471,-73.9806111,10009,OpenStreetMap Overpass public POI,https://www.openstreetmap.org/node/3676993335,2026-06-11,Medium,Medium,Medium-High,Parent/caregiver errand context.,False,False,Public/commercial/community context signal; verify details before claims.
