ooh_asset_id,asset_name,asset_type,vendor_owner,operator_if_known,address_or_intersection,latitude,longitude,zipcode,media_format,static_or_digital,asset_status,availability_status,availability_confidence,source_name,source_url,retrieval_date,last_observed_date,pricing_status,exact_price_confirmed,impressions_status,exact_impressions_confirmed,family_anchor_proximity,preschool_school_proximity,transit_proximity,hgl_relevance_score,recommended_use,verification_needed,confidence_level,caveat
LINKNYC_0060,Madison Ave & E 25th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Madison Ave & E 25th St,40.74257286,-73.98664796,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0061,Canal St & Mott St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Canal St & Mott St,40.71665239,-73.99764592,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0062,W 15th St & 5th Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,W 15th St & 5th Ave,40.736806,-73.993513,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0063,Lexington Ave & E 24th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Lexington Ave & E 24th St,40.7403098,-73.9842789,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0064,E 24th St & Lexington Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 24th St & Lexington Ave,40.74009245,-73.98392453,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0065,Lexington Ave & E 25th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Lexington Ave & E 25th St,40.7410117,-73.98376711,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0066,Lexington Ave & E 26th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Lexington Ave & E 26th St,40.741481,-73.983198,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0067,Park Ave S & E 25th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Park Ave S & E 25th St,40.74132322,-73.98538547,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0068,3rd Ave & E 15th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 15th St,40.734031,-73.986488,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0069,E 14th St & 4th Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 14th St & 4th Ave,40.73414056,-73.98941209,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0070,5th Ave & E 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,5th Ave & E 14th St,40.73611052,-73.99342438,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0071,6th Ave & W 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 14th St,40.73756051,-73.99684066,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0072,5th Ave & E 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,5th Ave & E 14th St,40.73620058,-73.99360102,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0073,4th Ave & E 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,4th Ave & E 14th St,40.73412708,-73.98977798,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0074,E 24th St & 3rd Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 24th St & 3rd Ave,40.739531,-73.982889,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0075,3rd Ave & E 16th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 16th St,40.73476963,-73.98625935,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0076,St. Luke's Pl & Hudson St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,St. Luke's Pl & Hudson St,40.73025769,-74.00662855,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0077,3rd Ave & E 17th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 17th St,40.73534819,-73.98584567,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0078,3rd Ave & E 12th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 12th St,40.73177664,-73.98813515,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0079,Hudson St & Desbrosses St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Hudson St & Desbrosses St,40.72311759,-74.00813878,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0080,Hudson St & Desbrosses St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Hudson St & Desbrosses St,40.72287042,-74.00797977,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0081,2nd Ave & E 20th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 20th St,40.73616484,-73.98229109,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0082,3rd Ave & E 18th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 18th St,40.735839,-73.985171,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0083,3rd Ave & E 18th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 18th St,40.73633169,-73.98512348,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0084,3rd Ave & E 19th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 19th St,40.73642647,-73.98474973,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0085,9th Ave & W 16th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,9th Ave & W 16th St,40.74280314,-74.00416971,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0086,Varick St & Dominick St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Varick St & Dominick St,40.72492489,-74.00579536,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0087,Varick St & Charlton St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Varick St & Charlton St,40.72728365,-74.00540707,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0088,King St & Varick St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,King St & Varick St,40.72780341,-74.00523226,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0089,Varick St & Beach St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Varick St & Beach St,40.72056775,-74.0065562,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0090,Grove St & Bleecker St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Grove St & Bleecker St,40.73290856,-74.00387699,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0091,Spring St & Varick St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Spring St & Varick St,40.725666,-74.00627426,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0092,6th Ave & W 22nd St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 22nd St,40.74212565,-73.99352183,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0093,E 13th St & Broadway,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 13th St & Broadway,40.734036,-73.991208,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0094,2nd Ave & E 9th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 9th St,40.729236,-73.987081,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0095,St. Marks Pl & Astor Pl,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,St. Marks Pl & Astor Pl,40.72875565,-73.98791444,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0096,2nd Ave & E 4th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 4th St,40.72647126,-73.98935062,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0097,2nd Ave & E 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 14th St,40.73224694,-73.9851321,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
